SOURCEURL,Date,Event name,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author,Type
https://www.lemonde.fr/en/le-monde-africa/article/2025/11/25/russia-s-navy-now-has-privileged-access-to-the-gulf-of-guinea_6747826_124.html,11/25/2025,Russia's navy now has privileged access to the Gulf of Guinea,RUS | TGO,TGO | RUS,TO,,,,11/25/2025,Russia's navy now has privileged access to the Gulf of Guinea,"According to the cooperation agreement between Russia and Togo, endorsed on November 19 during President Faure Gnassingbé's visit to Moscow, the two countries are now authorized to use each other's military ports.",6,2.842123619,Big News Network.com,en,RUSSIA | VLADIMIR PUTIN | TOGOLESE | TOGO,TOGO | RUSSIAN | RUSSIA | VLADIMIR PUTIN,"['Consult, not specified below', 'Meet at a ÒhirdÓlocation', 'Express intent to provide matyerial aid, not specified below', 'Provide military aid']",,SEC
https://www.timeslive.co.za/news/south-africa/2025-11-25-listen-fears-for-sons-recruited-by-mkp-to-fight-for-russia/,11/25/2025,LISTEN | Fears for sons recruited by MKP to fight for Russia,,RUS,SF,,,"Families,Soldiers,human trafficking allegations,Botswana citizens in Russian military,Zuma-Sambudla military contracts,Duduzile Zuma-Sambudla involvement,Siphokazi Xuma recruitment,ukraine,russia,zuma,xuma,mk party,duduzile,Ayanda Mnguni",11/25/2025,LISTEN | Fears for sons recruited by MKP to fight for Russia,A tearful SA man stuck in Russia/Ukraine war zone tells his mother in a voicenote that it's getting harder for him to survive,2,3.535533906,Al Jazeera,en,POLICE,RUSSIA,"['Appeal, not specified below', 'Investigate, not specified below']",Edna Mohamed,INFO
https://leadership.ng/you-are-our-key-global-partner-nigeria-hails-russia-on-65-years-of-diplomatic-relations/,11/25/2025,"You Are Our Key Global Partner', Nigeria Hails Russia On 65 Years Of Diplomatic Relations",NGA,RUS,NI,,,,11/25/2025,"You Are Our Key Global Partner', Nigeria Hails Russia On 65 Years Of Diplomatic Relations",The Federal Government of Nigeria has formally congratulated the Russian Federation on the occasion of the 65th anniversary of diplomatic relations between,3,1.962990915,CP24,en,NIGERIA,RUSSIA | RUSSIAN FEDERATION,"['Praise or endorse', 'Make statement, not specified below']",,DIP
https://tass.com/politics/2048447,11/25/2025,G20 shows world reluctance to back West on Ukraine — Russian Foreign Ministry - Russian Politics & Diplomacy - TASS,RUS,UKR,SF,,,,11/25/2025,G20 shows world reluctance to back West on Ukraine — Russian Foreign Ministry - Russian Politics & Diplomacy - TASS,"According to diplomat Dmitry Birichevsky, Western countries continued their aggressive rhetoric against Russia at the G20 summit, but there was no situation in which they would have been agreed with or endorsed",2,0,New Statesman,en-US,RUSSIAN,UKRAINIAN,"['Appeal, not specified below']",Slavoj Žižek,DIP
https://thenationonlineng.net/nigeria-russia-reaffirm-commitment-to-strengthen-trade-economic-humanitarian-ties/,11/25/2025,"Nigeria, Russia reaffirm commitment to strengthen trade, economic, humanitarian ties - The Nation Newspaper",NGA,RUS,NI,,,,11/25/2025,"Nigeria, Russia reaffirm commitment to strengthen trade, economic, humanitarian ties - The Nation Newspaper","The Nation Newspaper Nigeria, Russia reaffirm commitment to strengthen trade, economic, humanitarian ties",2,0.4242640687,,,NIGERIA,RUSSIA,"['Express intent to cooperate, not specified below', 'Praise or endorse']",,ECON
https://www.aol.co.uk/articles/putin-only-respects-strength-must-123447997.html,11/25/2025,Putin only respects strength. It’s time for Britain to show him some,RUS,ZWE,ZI,,,,11/25/2025,Putin only respects strength. It’s time for Britain to show him some,"Moscow’s thugs have never hidden who they are, whether that be poisoning dissidents, shooting journalists or casually releasing a nerve agent in a quiet English cathedral city.",1,0,Africa.com,en-US,RUSSIA,ZIMBABWE,"['Use conventional military force, not specified below']",,SEC
https://www.theguardian.com/world/2025/nov/25/jacob-zuma-daughter-accused-tricking-men-fighting-for-russia-in-ukraine,11/25/2025,Jacob Zuma’s daughter accused of tricking men into fighting for Russia in Ukraine | South Africa | The Guardian,RUS,ZAF,SF,,,,11/25/2025,Jacob Zuma’s daughter accused of tricking men into fighting for Russia in Ukraine | South Africa | The Guardian,South African police investigate allegations made against Duduzile Zuma-Sambudla by another of ex-president’s daughters,1,0,the Guardian,en,RUSSIA,JACOB ZUMA,"['Accuse, not specified below']",,SEC
https://www.independent.co.uk/news/world/europe/zuma-daughter-south-africa-russia-b2871860.html,11/25/2025,Duduzile Zuma: Daughter of South Africa’s ex-president accused of luring men to fight for Russia | The Independent,AFR | RUS | ZAF,RUS | AFR | ZAF,SF,,,,11/25/2025,Duduzile Zuma: Daughter of South Africa’s ex-president accused of luring men to fight for Russia | The Independent,The affidavit alleges they were handed over to a Russian mercenary group,13,5.185260174,,,AFRICA | RUSSIA | DURBAN | SOUTH AFRICAN,RUSSIA | AFRICA | DURBAN | SOUTH AFRICAN,"['Investigate, not specified below', 'Engage in negotiation', 'Use conventional military force, not specified below', 'Accuse, not specified below', 'Make a visit', 'Host a visit']",John Pike,SEC
https://www.sowetan.co.za/news/2025-11-25-fears-for-sons-recruited-by-mkp-to-russia/,11/25/2025,LISTEN | Fears for sons recruited by MKP to Russia,,RUS,BC,,,"Families,Soldiers,human trafficking allegations,Botswana citizens in Russian military,Zuma-Sambudla military contracts,Duduzile Zuma-Sambudla involvement,Siphokazi Xuma recruitment",11/25/2025,LISTEN | Fears for sons recruited by MKP to Russia,A tearful SA man stuck in Russia/Ukraine war zone tells his mother in a voicenote that it's getting harder for him to survive,1,0,UNITED24 Media,en,,RUSSIA,"['Appeal, not specified below']",,INFO
https://www.opinionnigeria.com/russia-leveraging-africas-media-and-diplomacy-by-kester-kenn-klomegah/,11/25/2025,Russia Leveraging Africa's Media and Diplomacy -By Kestér Kenn Klomegâh - Opinion Nigeria,,RUS,SF,,,,11/25/2025,Russia Leveraging Africa's Media and Diplomacy -By Kestér Kenn Klomegâh - Opinion Nigeria,"""In the near future, we are planning to open news bureaus in Angola, Cameroon, Nigeria, and Madagascar,"" Kondrashov said at a news conference devoted for reporters with African news agencies titled, TASS-Africa: The Way of Friendship, that attracted the African group to Moscow. The Russia state news agency, currently, has offices in Egypt, Tunisia, Kenya, Morocco, Zimbabwe and South Africa.",1,0,TASS,,PROFESSOR,RUSSIAN,"['Provide aid, not specified below']",,INFO
https://www.rappler.com/world/europe/trump-russia-ukraine-peace-proposal-updates-november-22-2025/,11/24/2025,"Western leaders say Ukraine plan needs work, Trump signals scope for changes",,RUS,SF,,,,11/24/2025,"Western leaders say Ukraine plan needs work, Trump signals scope for changes","Meeting on the sidelines of a G20 summit in South Africa, European and other Western leaders scramble to come up with a coordinated response to Trump's demand for Ukraine to accept his 28-point plan by November 27",1,0,,en-GB,REPRESENTATIVES,RUSSIA,"['Appeal, not specified below']",AOL Staff,DIP
https://www.mirror.co.uk/news/politics/pressure-mounts-nigel-farage-launch-36297056,11/24/2025,Pressure mounts on Nigel Farage to launch probe into Russian influence on Reform - The Mirror,ZWE,RUS,ZI,,,"Peter Kyle, Nigel Farage, UKIP, Conservative Party, Politics",11/24/2025,Pressure mounts on Nigel Farage to launch probe into Russian influence on Reform - The Mirror,Labour defence minister Luke Pollard has challenged Nigel Farage to prove that Nathan Gill - who was jailed for accepting Russian bribes - was a one-off case,1,0,Morocco World News,en-US,SALISBURY,RUSSIA,"['Use conventional military force, not specified below']",Adil Faouzi,INFO
https://www.thejournal.ie/russia-ukraine-us-peace-framework-plan-6883793-Nov2025/,11/24/2025,"Europe's proposed peace plan for Ukraine 'doesn't suit us', Kremlin says",RUS,CHE,AO,,,"Donald Trump, Russia, Ukraine, US, Vladimir Putin, Volodymyr Zelenskyy",11/24/2025,"Europe's proposed peace plan for Ukraine 'doesn't suit us', Kremlin says","The initial US plan was drafted without input from Ukraine’s European allies, who were scrambling to make their voices heard and boost Kyiv’s position.",1,0,Breitbart,en,RUSSIA,GENEVA,"['Make statement, not specified below']",John Hayward,DIP
https://au.news.yahoo.com/daughter-south-africas-ex-president-090559242.html,11/24/2025,Daughter of South Africa's ex-president accuses sister of Russia recruitment plot - Yahoo News Australia,AFR | ZAF,RUS,SF | BC,,,"Jacob Zuma, South Africa, Duduzile Zuma-Sambudla, Nkosazana Zuma-Mncube, Zuma-Sambudla",11/24/2025,Daughter of South Africa's ex-president accuses sister of Russia recruitment plot - Yahoo News Australia,"Police are investigating allegations that Jacob Zuma's daughter, Duduzile, lured men into fighting in Ukraine.",3,4.618802154,,,AFRICA | JACOB ZUMA,RUSSIA,"['Accuse, not specified below', 'Complain officially', 'Use conventional military force, not specified below']",John Pike,SEC
http://today.az/news/regions/263654.html,11/24/2025,Today.Az - President Erdogan plans to meet his Russian counterpart to discuss Ukraine,,RUS,SU,,,,11/24/2025,Today.Az - President Erdogan plans to meet his Russian counterpart to discuss Ukraine,,1,0,The PIE News,en-GB,PRESIDENT,RUSSIAN,['Express intent to meet or negotiate'],Abhishek Nair,DIP
https://www.stabroeknews.com/2025/11/24/news/world/trump-accuses-ukraine-of-ingratitude-officials-meet-on-peace-plan/,11/24/2025,"Trump accuses Ukraine of ingratitude, officials meet on peace plan - Stabroek News",RUS,UKR,SF,,,,11/24/2025,"Trump accuses Ukraine of ingratitude, officials meet on peace plan - Stabroek News","GENEVA (Reuters) - Ukrainian, U.S. and European officials met in Geneva on Sunday to discuss a draft U.S. plan to end the war in Ukraine, after Kyiv and",1,0,Nuclear Engineering International,en-US,RUSSIA,UKRAINE,"['Accuse, not specified below']",Tracey,DIP
https://www.el-balad.com/6775245,11/24/2025,Elon Musk Triggers Social Media’s Day of Reckoning - El-Balad.com,RUS,USA,NI,,,"Elon, Musk, Triggers, Social, Media’s, Day, Reckoning",11/24/2025,Elon Musk Triggers Social Media’s Day of Reckoning - El-Balad.com,"Elon Musk’s acquisition of Twitter, now known as X, has ignited discussions around the platform’s safety and credibility. Since Musk took over in 2022, he has implemented significant changes that have raised concerns about misinformation and foreign manipulation of social media. The Rise of Inauthentic Accounts on X In 2014, the Internet Research Agency, a …",2,5.656854249,,,RUSSIA,UNITED STATES,"['Use conventional military force, not specified below', 'Rally opposition against']",John Pike,INFO
https://www.newsweek.com/satellites-russian-nuclear-power-plant-putin-dabaa-sisi-egypt-11097790,11/24/2025,Satellites Show New Russian-Built Nuclear Power Plant Celebrated by Putin - Newsweek,EGY | RUS,RUS | EGY,EG,,,,11/24/2025,Satellites Show New Russian-Built Nuclear Power Plant Celebrated by Putin - Newsweek,El Dabaa nuclear power plant is a massive energy construction project in Egypt.,9,5.59175981,Greek Herald,en,EGYPT | RUSSIAN | RUSSIA,RUSSIAN | RUSSIA | EGYPT,"['Make optimistic comment', 'Sign formal agreement', 'Praise or endorse', 'Demand, not specified below']",,ECON
https://www.dailysabah.com/politics/diplomacy/erdogan-vows-commitment-to-peace-in-phone-call-with-putin,11/24/2025,Erdoğan vows commitment to peace in phone call with Putin | Daily Sabah,RUS,RUS | UKR,AO,,,"RUSSIA-UKRAINE CONFLICT,recep tayyip erdoğan,VLADIMIR PUTIN",11/24/2025,Erdoğan vows commitment to peace in phone call with Putin | Daily Sabah,"President Recep Tayyip Erdoğan held a phone call with his Russian counterpart, Vladimir Putin, on Monday. The call focused on bilateral relations as well...",2,0,The Independent,en,PRESIDENT | RUSSIA,RUSSIAN | UKRAINE,"['Appeal, not specified below']",,DIP
https://www.yakimaherald.com/news/nation_and_world/nation/european-officials-welcome-progress-in-talks-on-us-proposals-to-end-russia-ukraine-war/article_a3347ed8-95ef-5d8e-a6dd-5b05a60bc642.html,11/24/2025,Officials say progress made on amending US peace plan for Ukraine | Nation | yakimaherald.com,RUS,AFR | EUR,AO,,,nation,11/24/2025,Officials say progress made on amending US peace plan for Ukraine | Nation | yakimaherald.com,Officials say progress was made in urgent weekend talks on amending the U.S. peace proposal for Ukraine that many saw as favoring Russia. But the Kremlin on Monday said it,2,0,,,RUSSIA,AFRICA | EUROPEAN UNION,"['Consult, not specified below']",,DIP
https://www.africanews.com/2025/11/24/south-africa-probes-zumas-daughter-over-russia-mercenary-links/,11/24/2025,South Africa probes Zuma's daughter over Russia mercenary links | Africanews,AFR,RUS,SF,,,,11/24/2025,South Africa probes Zuma's daughter over Russia mercenary links | Africanews,South African police said Sunday it would investigate Duduzile Zuma-Sambudla for her alleged role in recruiting South African men to fight for Russia in Ukraine,1,0,,,AFRICA,RUSSIA,"['Threaten to use military force, not specified below']",,SEC
https://www.whec.com/ap-top-news/european-officials-welcome-progress-in-talks-on-us-proposals-to-end-russia-ukraine-war/,11/24/2025,Officials say progress made on amending US peace plan for Ukraine - WHEC.com,EUR,RUS,SF,,,,11/24/2025,Officials say progress made on amending US peace plan for Ukraine - WHEC.com,Officials say progress was made in urgent weekend talks on amending the U.S. peace proposal for Ukraine that many saw as favoring Russia. But the Kremlin on Monday said it hadn’t seen the changes. Washington’s 28-point plan presented last week caused alarm by heavily aligning with Moscow’s demands in the nearly four-year war caused by its invasion. The plan pressed Ukraine to hand over some territory to Russia and reduce its army. It also sought Europe’s agreement that Ukraine will never be admitted into NATO. President Donald Trump now says that “something good just may be happening” in peace talks.,1,0,,en-US,EUROPEAN,RUSSIA,['Praise or endorse'],,DIP
https://www.opinionnigeria.com/explainer-how-russias-tourism-partnership-developing-with-africa-by-kester-kenn-klomegah/,11/24/2025,Explainer: How Russia's Tourism Partnership Developing With Africa -By Kestér Kenn Klomegâh - Opinion Nigeria,MAR | RUS,RUS | MAR,MO,,,,11/24/2025,Explainer: How Russia's Tourism Partnership Developing With Africa -By Kestér Kenn Klomegâh - Opinion Nigeria,"Currently, Russians can travel visa-free to 11 African countries, including Morocco, Tunisia, South Africa, the Seychelles, and Namibia. The Russian Ministry of Foreign Affairs assured that this list will be expanded, and Russia is simultaneously preparing new tourism agreements. The ministry expects to sign them in the near future, which will create additional conditions for increasing tourism exchange.",8,0.4629100499,Business Today,en,MOROCCAN | ST PETERSBURG,ST PETERSBURG | MOROCCAN,"['Express intent to yield, not specified below', 'Engage in material cooperation, not specified below']",,DIP
https://www.citizensvoice.com/2025/11/24/europe-us-russia-ukraine-talks/,11/24/2025,Officials say progress made on amending US peace plan for Ukraine,RUS,AFR | EUR,AO,,,"russia ukraine war, donald trump proposal to end russia ukraine war, us secretary of state marco rubio, ukraine president volodymyr zelenskyy,",11/24/2025,Officials say progress made on amending US peace plan for Ukraine,"Officials on Monday said progress was made in urgent weekend talks on amending the U.S. peace proposal for Ukraine that many saw as favoring Russia, but the Kremlin said it hadn’t seen the changes.",2,0,Business Day,en,RUSSIA,AFRICA | EUROPEAN UNION,"['Consult, not specified below']",,DIP
