SOURCEURL,Date,Event name,Type,cluster,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author
https://www.tanzanianewsreports.com/ethiopias-quest-for-sea-access-need-to-be-resolved-through-mutual-agreements-russias-ambassador/,2025-11-02,Ethiopia’s Quest for Sea Access Need to be Resolved Through Mutual Agreements: Russia’s Ambassador – Tanzania News Reports,DIP,,RUS,RUS,ET,,,,2025-11-02,Ethiopia’s Quest for Sea Access Need to be Resolved Through Mutual Agreements: Russia’s Ambassador – Tanzania News Reports,,2,1.0,,en-US,PRIME MINISTER | RUSSIA,RUSSIA | PRIME MINISTER,"['Consult, not specified below']",
https://www.dailymail.co.uk/news/article-15247429/Kenyan-tricked-fighting-Putin-escaped-meatgrinder-hiding-corpse-DAVID-PATRIKARAKOS-investigates-impoverished-Africans-lured-Russia.html,2025-11-01,The Kenyan corner shop owner tricked into fighting for Putin - who escaped the meatgrinder by hiding under a corpse... DAVID PATRIKARAKOS investigates the impoverished Africans being lured to Russia as cannon fodder | Daily Mail Online,SEC,,KEN | RUS,RUS | KEN | UKR,KE,,,"dailymail,news,Ukraine,Russia",2025-11-01,The Kenyan corner shop owner tricked into fighting for Putin - who escaped the meatgrinder by hiding under a corpse... DAVID PATRIKARAKOS investigates the impoverished Africans being lured to Russia as cannon fodder | Daily Mail Online,One man tells his story of how he managed to survive being frontline in a Russia-Ukraine war zone after suffering a grueling 15 days scavenging food and water from died soldiers.,5,-2.98,Mail Online,,KENYA | RUSSIAN | RUSSIA,RUSSIA | RUSSIAN | KENYA | UKRAINE,"['Make optimistic comment', 'Make a visit', 'Host a visit', 'Use conventional military force, not specified below']",David Patrikarakos
https://www.newsghana.com.gh/bagbin-joins-global-parliamentary-task-force-on-ukraine-war/,2025-11-01,Bagbin Joins Global Parliamentary Task Force on Ukraine War | News Ghana,DIP,,RUS,,GH,,,,2025-11-01,Bagbin Joins Global Parliamentary Task Force on Ukraine War | News Ghana,"Speaker of Parliament Alban Sumana Kingsford Bagbin has been appointed to the Inter-Parliamentary Union's Task Force working toward a peaceful resolution of the Russia-Ukraine conflict, Parliament announced Thursday. The appointment places Ghana's parliamentary leader among eight distinguished lawmakers from across the globe tasked with facilitating dialogue between Ukrainian and Russian…",1,0.4,,en-US,RUSSIA,,['Make optimistic comment'],
https://en.apa.az/cis-countries/putin-grants-irada-zeynalova-rank-of-ambassador-extraordinary-and-plenipotentiary-482483,2025-11-01,Putin grants Irada Zeynalova rank of Ambassador Extraordinary and Plenipotentiary,DIP,,RUS,RUS,MP,,,"Apa az, apa.az, apa news, apa.az news, xeber az, all news, news Baku, latest news, apaaz news, lent az news, most read news, vesti.az news, today`s news, news today, news today, CIS news, news from CIS countries, latest news from CIS countries, Russia news, news from Russia, Vladimir Putin, Moscow news, Belarus news, Armenia news , Kazakhstan news, Uzbekistan news, Tajikistan news, Kyrgyz news, Turkmenistan news, news from Central Asian republics, CIS heads of state, CIS Summit, criminal news from CIS countries, CIS observation mission, CSTO news, Eurasian Economic Union news, Azerbaijan news , latest news, Azerbaijan news, news today, news Azerbaijan",2025-11-01,Putin grants Irada Zeynalova rank of Ambassador Extraordinary and Plenipotentiary,"Russian Ambassador to Mauritius, Azerbaijani-born Irada Zeynalova, has been granted the diplomatic rank of Ambassador Extraordinary and Plenipotentiary, APA&#39;s Moscow bureau reports",1,-5.0,Apa.az,en,RUSSIAN,VLADIMIR PUTIN,"['Demand, not specified below']",
https://tynmagazine.com/the-climate-consequences-of-the-us-russia-global-realignment/,2025-11-01,The climate consequences of the US-Russia global realignment - TyN Magazine,DIP,,,RUS,EG,,,,2025-11-01,The climate consequences of the US-Russia global realignment - TyN Magazine,"In February, Donald Trump triggered a global geopolitical realignment by resuming direct relations with Vladimir Putin’s Kremlin, agreeing by phone to “work together, very closely,” according to the US president (Collins and Liptak 2025). Up to that point, the United States had worked with its European allies to isolate, sanction, and defeat Russia in response […]",1,-2.0,TyN Magazine,es,PRODUCER,RUSSIAN,"['Accuse, not specified below']",
https://www.newsday.co.zw/local-news/article/200047873/govt-urged-to-tighten-screws-on-human-trafficking,2025-10-31,Govt urged to tighten screws on human trafficking -Newsday Zimbabwe,DIP,,AFR | RUS,RUS | AFR | ZAF,SF,,,Special Economic Zone;teenagers,2025-10-31,Govt urged to tighten screws on human trafficking -Newsday Zimbabwe,OVERNMENT has been urged to take a cue from other African countries scrambling to stop the exploitation of young African women and teenagers recruited to Russia’s Alabuga Special Economic Zone,8,-1.5,NewsDay,en,AFRICA | RUSSIAN | RUSSIA,RUSSIA | AFRICA | RUSSIAN | PRETORIA,"['Appeal, not specified below', 'Investigate, not specified below', 'Make statement, not specified below', 'Reject, not specified below']",Staff Reporter
https://yen.com.gh/politics/293769-ghanas-speaker-parliament-bagbin-appointed-global-taskforce-mediate-ukraine-russia-crisis/,2025-10-31,Alban Bagbin Appointed to IPU Taskforce to Mediate the Ukraine-Russia Crisis - YEN.COM.GH,DIP,,RUS | UKR,RUS | UKR,GH,,,,2025-10-31,Alban Bagbin Appointed to IPU Taskforce to Mediate the Ukraine-Russia Crisis - YEN.COM.GH,"Ghana's Speaker of Parliament, Alban Bagbin, has been appointed to a global IPU Taskforce to help mediate peace in the ongoing Russia-Ukraine war.",3,0.0,Yen.com.gh - Ghana news.,en,LAWMAKER | RUSSIAN | UKRAINE,RUSSIA | UKRAINIAN,"['Mediate', 'Use conventional military force, not specified below']",Salifu Bagulube Moro
https://www.myjoyonline.com/ghana-is-leading-in-youth-empowerment-efforts-edem-agbana-touts-at-international-brics-forum/,2025-10-31,Ghana is leading in youth empowerment efforts – Edem Agbana touts at International BRICS Forum - MyJoyOnline,DIP,,RUS,,GH,,,,2025-10-31,Ghana is leading in youth empowerment efforts – Edem Agbana touts at International BRICS Forum - MyJoyOnline,"Member of Parliament for Ketu North, Eric Edem Agbana, has touted Ghana’s commitment to youth empowerment and inclusion during his address at the International Municipal BRICS Forum in Russia.",1,0.0,MyJoyOnline,en-US,RUSSIA,,"['Make statement, not specified below']",
https://www.lbcgroup.tv/news/world-news/887598/ukraine-says-eu-should-hike-tariffs-on-russian-goods/en,2025-10-31,Ukraine says EU should hike tariffs on Russian goods - Lebanon News,DIP,,EUR,RUS,SU,,,"news , lbci , أخبار",2025-10-31,Ukraine says EU should hike tariffs on Russian goods - Lebanon News,| Lebanon News,1,-4.0,LBCIV7,en,THE EU,RUSSIA,"['Reject, not specified below']",
https://defenceweb.co.za/land/land-land/ugandan-military-benefits-from-russian-equipment-largesse/,2025-10-30,Ugandan military benefits from Russian equipment largesse - defenceWeb,SEC,,RUS,,UG,,,,2025-10-30,Ugandan military benefits from Russian equipment largesse - defenceWeb,The Uganda Peoples’ Defence Force (UPDF) is $53 million better off in defence and engineering equipment compliments of a Russian Federation donation.,1,7.0,defenceWeb,en-ZA,RUSSIAN FEDERATION,,"['Provide aid, not specified below']",
https://www.freshplaza.com/north-america/article/9780289/russia-sees-rising-fruit-and-vegetable-imports-from-egypt-and-china/,2025-10-30,Russia sees rising fruit and vegetable imports from Egypt and China,ECON,,RUS,EGY,EG,,,"fruit,vegetable,banana,mango,apple,pear,orange,lemon,lime,tangerine,grapefruit,kiwi,kiwifruit,produce,pineapple,grape,potato,nut,job offers,pricewatch",2025-10-30,Russia sees rising fruit and vegetable imports from Egypt and China,Russia sees rising fruit and vegetable imports from Egypt and China,1,6.4,,en,OMSK,EGYPT,['Cooperate economically'],
https://www.dw.com/en/how-russia-is-trying-to-attract-african-students/a-74489443,2025-10-29,How Russia is trying to attract African students  – DW – 10/29/2025,DIP,,RUS,AFR,CT | SF,,,,2025-10-29,How Russia is trying to attract African students  – DW – 10/29/2025,"As Russia deepens ties with African nations seeking to distance themselves from Western influence, academic diplomacy is emerging as a key tool in Moscow's foreign policy.",2,0.0,dw.com,en,RUSSIAN | RUSSIA,AFRICA,"['Make statement, not specified below']",
https://www.kyivpost.com/post/63062,2025-10-28,‘Unscrupulous Methods’ – Kenyans ‘Lured’ to Fight for Russia in Ukraine,SEC,,KEN | RUS,RUS,KE,,,,2025-10-28,‘Unscrupulous Methods’ – Kenyans ‘Lured’ to Fight for Russia in Ukraine,"“Corrupt and ruthless agents” continue to conscript Kenyans to fight for Moscow in Ukraine, Nairobi’s foreign ministry complains.",6,0.2666666667,Kyiv Post,,POLICE | NAIROBI | RUSSIA,RUSSIA | RUSSIAN,"['Make a visit', 'Make statement, not specified below', 'Arrest, detain, or charge with legal action', 'Host a visit']",John Moretti
https://sofrep.com/news/sofrep-daily-2025-oct-27-pm/,2025-10-28,"Evening Brief: Trump Arrives in Japan, Israel Rejects Turkish Role in Gaza, North Korean Foreign Minister Meets Putin | SOFREP",DIP,,RUS,RUS | PRK,SU,,,,2025-10-28,"Evening Brief: Trump Arrives in Japan, Israel Rejects Turkish Role in Gaza, North Korean Foreign Minister Meets Putin | SOFREP",Trump eyes trade truce in Asia as global flashpoints flare from Gaza to Sudan. Here’s what’s making headlines this Monday evening.,3,2.7,SOFREP,en-US,KURSK | RUSSIA,RUSSIA | NORTH KOREAN | KURSK,"['Host a visit', 'Praise or endorse', 'Make a visit']",Guy D. McCardle
https://www.moroccoworldnews.com/2025/10/265516/the-rabat-moscow-nexus-interests-above-ideology-in-the-new-world-order/,2025-10-28,The Rabat-Moscow Nexus: Interests Above Ideology in the New World Order,DIP,,RUS,MAR,MO,,,,2025-10-28,The Rabat-Moscow Nexus: Interests Above Ideology in the New World Order,Russia's recent tentative diplomatic shift to support Morocco's position on the Moroccan Sahara is a strategic move that aligns with its broader goal of expanding influence in Africa.,2,-1.0,Morocco World News,en-US,MOSCOW | RUSSIA,MOROCCO | MILITARY,"['Acknowledge or claim responsibility', 'Disapprove, not specified below']",Hicham Ismaili
https://www.upstreamonline.com/energy-security/suez-canal-blocked-after-sanctioned-tanker-carrying-russian-oil-grounded-in-key-waterway/2-1-1892448,2025-10-28,Suez Canal blocked after sanctioned tanker carrying Russian oil grounded in key waterway | Upstream,ECON,,CHN,RUS,DJ,,,,2025-10-28,Suez Canal blocked after sanctioned tanker carrying Russian oil grounded in key waterway | Upstream,Twenty ships still held back after incident,1,1.9,upstreamonline.com,en,CHINA,MURMANSK,['Make a visit'],
https://tass.com/world/2036409,2025-10-28,"Ethiopia asks Russia, EU, US, China to mediate settlement of its dispute with Eritrea -  World - TASS",DIP,,ETH,RUS,ET,,,,2025-10-28,"Ethiopia asks Russia, EU, US, China to mediate settlement of its dispute with Eritrea -  World - TASS","Prime Minister Abiy Ahmed emphasized that Ethiopia ""has no desire"" to go to war with Eritrea and expressed confidence that the dispute can be settled peacefully",1,3.0,TASS,,ETHIOPIA,RUSSIA,"['Appeal, not specified below']",
https://www.cnbcafrica.com/media/7761651251861/investors-assess-russia-sanctions-as-opec-eyes-output-increase,2025-10-28,Investors assess Russia sanctions as OPEC+ eyes output increase - CNBC Africa,ECON,,,RUS,NI,,,"Power Lunch, Africa, PLWA, Nigeria, West Africa, Executive, Reuters, naira, OPEC+, Organization of the Petroleum Exporting Countries, Shoreline Group, Kola Karim, Dangote refinery",2025-10-28,Investors assess Russia sanctions as OPEC+ eyes output increase - CNBC Africa,"As oil prices continue their third day or declines, investors are weighing the effect of U.S sanctions on 2 of Russia's biggest oil companies. Meanwhile the Organization of the Petroleum Exporting Countries and allies will meet on Sunday with the possibility of another modest increase in oil output for December. U.S. President Donald Trump and his Chinese counterpart Xi Jinping are also due to meet on Thursday with the market expecting sentiments that will ease jitters around a trade war.",1,0.0,CNBC Africa,en,INVESTOR,RUSSIA,"['Make statement, not specified below']",
https://www.the-star.co.ke/news/2025-10-27-kenya-moves-to-free-citizens-caught-in-russia-ukraine-war,2025-10-27,Mudavadi: We've engaged Moscow to secure release of Kenyans trapped in Russia-Ukraine war,DIP,,KEN | RUS,RUS | KEN,KE,,,"russia,kenya,ukraine,war,reports,star news,the star newspaper,star news Kenya,the star",2025-10-27,Mudavadi: We've engaged Moscow to secure release of Kenyans trapped in Russia-Ukraine war,"To curb further exploitation, Kenya has directed immigration and security agencies to tighten vigilance at border points",4,4.675,The Star,en,KENYA | RUSSIA | MOSCOW,RUSSIA | KENYA | KENYAN,"['Make a visit', 'Return, release, not specified below', 'Host a visit']",
https://citizen.digital/article/kenya-engages-russia-to-free-citizens-trapped-in-military-operations-n372026,2025-10-27,Kenya engages Russia to free citizens trapped in military operations,DIP,,KEN | RUS,RUS | KEN,KE,,,"Citizen Digital, Citizen News",2025-10-27,Kenya engages Russia to free citizens trapped in military operations,The latest development comes amid growing concern about Kenyans being duped into joining the Russia-Ukraine conflict under false pretences.,4,-3.0,Citizen Digital,en-KE,KENYAN | RUSSIA | MOSCOW,RUSSIA | KENYA | NAIROBI,"['Demand, not specified below', 'Appeal, not specified below']",
https://www.moroccoworldnews.com/2025/10/265395/russian-academic-frames-western-sahara-as-core-to-moroccan-foreign-policy-identity/,2025-10-27,Russian Academic Frames Western Sahara as Core to Moroccan Foreign Policy Identity,INFO,,RUS,MAR,MO,,,,2025-10-27,Russian Academic Frames Western Sahara as Core to Moroccan Foreign Policy Identity,"A new Russian academic study positions Western Sahara as the cornerstone and compass of Morocco's foreign policy identity, arguing that the North African country’s defense of its territorial integrity is central to its national identity formation and diplomatic strategy.",2,0.0,Morocco World News,en-US,RUSSIA,WESTERN SAHARA,"['Consider policy option', 'Make statement, not specified below']",Adil Faouzi
https://tass.com/economy/2035641,2025-10-27,Russia hands over $53 million worth of military equipment to Uganda -  Business & Economy - TASS,SEC,,RUS,,UG,,,,2025-10-27,Russia hands over $53 million worth of military equipment to Uganda -  Business & Economy - TASS,Ugandan President Yoweri Museveni thanked Russian President Vladimir Putin for the military suppor,1,7.4,TASS,,RUSSIA,MILITARY,['Provide economic aid'],
